,Column,Fuel,Technology,Inputactivity,ModeofOperation
554,0,EL2_149,TRLV_149_0,1,1
555,0,KEEL2,KEEL00d_149,1,1
556,0,SOLAR_149,SOPV_149_1,1,1
557,0,SOLAR_149,SOPV_149_0,1,1
558,0,SOLAR_149,SOPV8h_149_1,1,1
559,0,SOLAR_149,SOPV8h_149_0,1,1
560,0,SOLAR_149,SOPV12h_149_1,1,1
572,0,SOLAR_153,SOPV12h_153_0,1,1
562,0,KEEL2_149,TRLV_149_1,1,1
563,0,KEEL2_149,TRLV_149_0,1,1
564,0,EL2_153,TRLV_153_1,1,1
565,0,EL2_153,TRLV_153_0,1,1
566,0,KEEL2,KEEL00d_153,1,1
567,0,SOLAR_153,SOPV_153_1,1,1
568,0,SOLAR_153,SOPV_153_0,1,1
569,0,SOLAR_153,SOPV8h_153_1,1,1
570,0,SOLAR_153,SOPV8h_153_0,1,1
571,0,SOLAR_153,SOPV12h_153_1,1,1
583,0,SOLAR_160,SOPV12h_160_0,1,1
573,0,KEEL2_153,TRLV_153_1,1,1
574,0,KEEL2_153,TRLV_153_0,1,1
575,0,EL2_160,TRLV_160_1,1,1
576,0,EL2_160,TRLV_160_0,1,1
577,0,KEEL2,KEEL00d_160,1,1
578,0,SOLAR_160,SOPV_160_1,1,1
579,0,SOLAR_160,SOPV_160_0,1,1
580,0,SOLAR_160,SOPV8h_160_1,1,1
581,0,SOLAR_160,SOPV8h_160_0,1,1
582,0,SOLAR_160,SOPV12h_160_1,1,1
594,0,SOLAR_161,SOPV12h_161_0,1,1
584,0,KEEL2_160,TRLV_160_1,1,1
585,0,KEEL2_160,TRLV_160_0,1,1
586,0,EL2_161,TRLV_161_1,1,1
587,0,EL2_161,TRLV_161_0,1,1
588,0,KEEL2,KEEL00d_161,1,1
589,0,SOLAR_161,SOPV_161_1,1,1
590,0,SOLAR_161,SOPV_161_0,1,1
591,0,SOLAR_161,SOPV8h_161_1,1,1
592,0,SOLAR_161,SOPV8h_161_0,1,1
593,0,SOLAR_161,SOPV12h_161_1,1,1
605,0,SOLAR_162,SOPV12h_162_0,1,1
595,0,KEEL2_161,TRLV_161_1,1,1
596,0,KEEL2_161,TRLV_161_0,1,1
597,0,EL2_162,TRLV_162_1,1,1
598,0,EL2_162,TRLV_162_0,1,1
599,0,KEEL2,KEEL00d_162,1,1
600,0,SOLAR_162,SOPV_162_1,1,1
601,0,SOLAR_162,SOPV_162_0,1,1
602,0,SOLAR_162,SOPV8h_162_1,1,1
603,0,SOLAR_162,SOPV8h_162_0,1,1
604,0,SOLAR_162,SOPV12h_162_1,1,1
616,0,SOLAR_163,SOPV12h_163_0,1,1
606,0,KEEL2_162,TRLV_162_1,1,1
607,0,KEEL2_162,TRLV_162_0,1,1
608,0,EL2_163,TRLV_163_1,1,1
609,0,EL2_163,TRLV_163_0,1,1
610,0,KEEL2,KEEL00d_163,1,1
611,0,SOLAR_163,SOPV_163_1,1,1
612,0,SOLAR_163,SOPV_163_0,1,1
613,0,SOLAR_163,SOPV8h_163_1,1,1
614,0,SOLAR_163,SOPV8h_163_0,1,1
615,0,SOLAR_163,SOPV12h_163_1,1,1
627,0,SOLAR_164,SOPV12h_164_0,1,1
617,0,KEEL2_163,TRLV_163_1,1,1
618,0,KEEL2_163,TRLV_163_0,1,1
619,0,EL2_164,TRLV_164_1,1,1
620,0,EL2_164,TRLV_164_0,1,1
621,0,KEEL2,KEEL00d_164,1,1
622,0,SOLAR_164,SOPV_164_1,1,1
623,0,SOLAR_164,SOPV_164_0,1,1
624,0,SOLAR_164,SOPV8h_164_1,1,1
625,0,SOLAR_164,SOPV8h_164_0,1,1
626,0,SOLAR_164,SOPV12h_164_1,1,1
638,0,SOLAR_165,SOPV12h_165_0,1,1
628,0,KEEL2_164,TRLV_164_1,1,1
629,0,KEEL2_164,TRLV_164_0,1,1
630,0,EL2_165,TRLV_165_1,1,1
631,0,EL2_165,TRLV_165_0,1,1
632,0,KEEL2,KEEL00d_165,1,1
633,0,SOLAR_165,SOPV_165_1,1,1
634,0,SOLAR_165,SOPV_165_0,1,1
635,0,SOLAR_165,SOPV8h_165_1,1,1
636,0,SOLAR_165,SOPV8h_165_0,1,1
637,0,SOLAR_165,SOPV12h_165_1,1,1
649,0,SOLAR_166,SOPV12h_166_0,1,1
639,0,KEEL2_165,TRLV_165_1,1,1
640,0,KEEL2_165,TRLV_165_0,1,1
641,0,EL2_166,TRLV_166_1,1,1
642,0,EL2_166,TRLV_166_0,1,1
643,0,KEEL2,KEEL00d_166,1,1
644,0,SOLAR_166,SOPV_166_1,1,1
645,0,SOLAR_166,SOPV_166_0,1,1
646,0,SOLAR_166,SOPV8h_166_1,1,1
647,0,SOLAR_166,SOPV8h_166_0,1,1
648,0,SOLAR_166,SOPV12h_166_1,1,1
660,0,SOLAR_167,SOPV12h_167_0,1,1
650,0,KEEL2_166,TRLV_166_1,1,1
651,0,KEEL2_166,TRLV_166_0,1,1
652,0,EL2_167,TRLV_167_1,1,1
653,0,EL2_167,TRLV_167_0,1,1
654,0,KEEL2,KEEL00d_167,1,1
655,0,SOLAR_167,SOPV_167_1,1,1
656,0,SOLAR_167,SOPV_167_0,1,1
657,0,SOLAR_167,SOPV8h_167_1,1,1
658,0,SOLAR_167,SOPV8h_167_0,1,1
659,0,SOLAR_167,SOPV12h_167_1,1,1
671,0,SOLAR_168,SOPV12h_168_0,1,1
661,0,KEEL2_167,TRLV_167_1,1,1
662,0,KEEL2_167,TRLV_167_0,1,1
663,0,EL2_168,TRLV_168_1,1,1
664,0,EL2_168,TRLV_168_0,1,1
665,0,KEEL2,KEEL00d_168,1,1
666,0,SOLAR_168,SOPV_168_1,1,1
667,0,SOLAR_168,SOPV_168_0,1,1
668,0,SOLAR_168,SOPV8h_168_1,1,1
669,0,SOLAR_168,SOPV8h_168_0,1,1
670,0,SOLAR_168,SOPV12h_168_1,1,1
682,0,SOLAR_170,SOPV12h_170_0,1,1
672,0,KEEL2_168,TRLV_168_1,1,1
673,0,KEEL2_168,TRLV_168_0,1,1
674,0,EL2_170,TRLV_170_1,1,1
675,0,EL2_170,TRLV_170_0,1,1
676,0,KEEL2,KEEL00d_170,1,1
677,0,SOLAR_170,SOPV_170_1,1,1
678,0,SOLAR_170,SOPV_170_0,1,1
679,0,SOLAR_170,SOPV8h_170_1,1,1
680,0,SOLAR_170,SOPV8h_170_0,1,1
681,0,SOLAR_170,SOPV12h_170_1,1,1
693,0,SOLAR_171,SOPV12h_171_0,1,1
683,0,KEEL2_170,TRLV_170_1,1,1
684,0,KEEL2_170,TRLV_170_0,1,1
685,0,EL2_171,TRLV_171_1,1,1
686,0,EL2_171,TRLV_171_0,1,1
687,0,KEEL2,KEEL00d_171,1,1
688,0,SOLAR_171,SOPV_171_1,1,1
689,0,SOLAR_171,SOPV_171_0,1,1
690,0,SOLAR_171,SOPV8h_171_1,1,1
691,0,SOLAR_171,SOPV8h_171_0,1,1
692,0,SOLAR_171,SOPV12h_171_1,1,1
704,0,SOLAR_172,SOPV12h_172_0,1,1
694,0,KEEL2_171,TRLV_171_1,1,1
695,0,KEEL2_171,TRLV_171_0,1,1
696,0,EL2_172,TRLV_172_1,1,1
697,0,EL2_172,TRLV_172_0,1,1
698,0,KEEL2,KEEL00d_172,1,1
699,0,SOLAR_172,SOPV_172_1,1,1
700,0,SOLAR_172,SOPV_172_0,1,1
701,0,SOLAR_172,SOPV8h_172_1,1,1
702,0,SOLAR_172,SOPV8h_172_0,1,1
703,0,SOLAR_172,SOPV12h_172_1,1,1
715,0,SOLAR_173,SOPV12h_173_0,1,1
705,0,KEEL2_172,TRLV_172_1,1,1
706,0,KEEL2_172,TRLV_172_0,1,1
707,0,EL2_173,TRLV_173_1,1,1
708,0,EL2_173,TRLV_173_0,1,1
709,0,KEEL2,KEEL00d_173,1,1
710,0,SOLAR_173,SOPV_173_1,1,1
711,0,SOLAR_173,SOPV_173_0,1,1
712,0,SOLAR_173,SOPV8h_173_1,1,1
713,0,SOLAR_173,SOPV8h_173_0,1,1
714,0,SOLAR_173,SOPV12h_173_1,1,1
726,0,SOLAR_174,SOPV12h_174_0,1,1
716,0,KEEL2_173,TRLV_173_1,1,1
717,0,KEEL2_173,TRLV_173_0,1,1
718,0,EL2_174,TRLV_174_1,1,1
719,0,EL2_174,TRLV_174_0,1,1
720,0,KEEL2,KEEL00d_174,1,1
721,0,SOLAR_174,SOPV_174_1,1,1
722,0,SOLAR_174,SOPV_174_0,1,1
723,0,SOLAR_174,SOPV8h_174_1,1,1
724,0,SOLAR_174,SOPV8h_174_0,1,1
725,0,SOLAR_174,SOPV12h_174_1,1,1
737,0,SOLAR_178,SOPV12h_178_0,1,1
727,0,KEEL2_174,TRLV_174_1,1,1
728,0,KEEL2_174,TRLV_174_0,1,1
729,0,EL2_178,TRLV_178_1,1,1
730,0,EL2_178,TRLV_178_0,1,1
731,0,KEEL2,KEEL00d_178,1,1
732,0,SOLAR_178,SOPV_178_1,1,1
733,0,SOLAR_178,SOPV_178_0,1,1
734,0,SOLAR_178,SOPV8h_178_1,1,1
735,0,SOLAR_178,SOPV8h_178_0,1,1
736,0,SOLAR_178,SOPV12h_178_1,1,1
748,0,SOLAR_179,SOPV12h_179_0,1,1
738,0,KEEL2_178,TRLV_178_1,1,1
739,0,KEEL2_178,TRLV_178_0,1,1
740,0,EL2_179,TRLV_179_1,1,1
741,0,EL2_179,TRLV_179_0,1,1
742,0,KEEL2,KEEL00d_179,1,1
743,0,SOLAR_179,SOPV_179_1,1,1
744,0,SOLAR_179,SOPV_179_0,1,1
745,0,SOLAR_179,SOPV8h_179_1,1,1
746,0,SOLAR_179,SOPV8h_179_0,1,1
747,0,SOLAR_179,SOPV12h_179_1,1,1
759,0,SOLAR_180,SOPV12h_180_0,1,1
